StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-3-1,F-3-1-1,F-3-2,F-3-1-2,F-3-3,F-3-1-3,F-3-4,F-3-1-4,F-3-2-1,F-3-2-2,F-3-2-3,F-3-2-4,F-4-1,F-4-1-1,F-4-2,F-4-1-2,F-4-3,F-4-1-3,F-4-4,F-4-1-4,F-4-2-1,F-4-2-2,F-4-2-3,F-4-2-4,F-5-1,F-5-1-1,F-5-2,F-5-1-2,F-5-3,F-5-1-3,F-5-4,F-5-1-4,F-5-2-1,F-5-2-2,F-5-2-3,F-5-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6
2018-06-04 06:07:43,2018-06-04 06:08:25,IP Address,155.245.28.11,100,41,True,2018-06-04 06:08:25,R_BS3ymdEjKQv7cZP,,,,,51.908599853516,0.9208984375,anonymous,EN,26.964,26.964,27.971,1,Prime Minister 1,13.472,13.472,14.351,1,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Male,Labour Party,Sexual Harassment,Labour Party,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Gender,Female,Liberal Democrats,Having an Extramarital Affair,Conservative Party,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Misreporting Funds,Oppose EU Integration,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Having an Extranarital Affair,Neutral
2018-06-04 06:08:45,2018-06-04 06:09:24,IP Address,155.245.28.10,100,39,True,2018-06-04 06:09:24,R_2zGwAhxwf6VWjMU,,,,,51.908599853516,0.9208984375,anonymous,EN,14.564,14.564,15.818,1,Prime Minister 1,3.303,3.303,24.156,1,Prime Minister 2,Minister's Scandal,Plagiarism,EU Integration,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Misreporting Funds,Neutral,Conservative Party,Liberal Democrats,Minister's Scandal,Plagiarism,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,No Scandal,Support EU Integration,Labour Party,Labour Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scandal,Having an Extranarital Affair,Gender,Female,Having an Extranarital Affair,Female,Scandal,No Scandal,Gender,Male,Misreporting Funds,Male
2018-06-04 06:09:54,2018-06-04 06:10:50,IP Address,155.245.28.13,100,55,True,2018-06-04 06:10:50,R_a5BEx2VzXDHMZAB,,,,,51.908599853516,0.9208984375,anonymous,EN,23.888,23.888,25.312,1,Prime Minister 1,30.548,30.548,32.806,1,Prime Minister 2,Scandal,Misreporting Funds,Party Affiliation,Labour Party,EU Integration,Neutral,Minister's Partisanship,Labour Party,Plagiarism,Conservative Party,Support EU Integration,Liberal Democrats,Scandal,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Plagiarism,Conservative Party,Neutral,Liberal Democrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender,Male,Minister's Scandal,No Scandal,Female,Plagiarism,Gender,Male,Minister's Scandal,Misreporting Funds,Male,Having an Extramarital Affair
2018-06-04 06:10:43,2018-06-04 06:11:39,IP Address,155.245.28.9,100,55,True,2018-06-04 06:11:39,R_2QJq9WoHkqwY1yH,,,,,51.908599853516,0.9208984375,anonymous,EN,29.353,29.353,31.405,1,Prime Minister 1,25.893,25.893,26.743,1,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Male,Liberal Democrats,Conservative Party,Oppose EU Integration,Male,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Gender,Male,Labour Party,Labour Party,Neutral,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Scandal,Plagiarism,Scandal,Plagiarism,Having an Extramarital Affair,Plagiarism,Minister's Scandal,Plagiarism,Scandal,Having an Extranarital Affair,Having an Extramarital Affair,Plagiarism
2018-06-04 06:35:33,2018-06-04 06:36:01,IP Address,155.245.28.12,100,28,True,2018-06-04 06:36:01,R_3fp0TNBifja2J3z,,,,,51.908599853516,0.9208984375,anonymous,EN,11.077,11.077,12.427,1,Prime Minister 2,14.595,14.595,16.09,1,Prime Minister 1,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Conservative Party,Conservative Party,Misreporting Funds,Neutral,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Conservative Party,Liberal Democrats,Having an Extranarital Affair,Support EU Integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender,Male,Minister's Scandal,Plagiarism,Male,Plagiarism,Gender,Female,Minister's Scandal,Sexual Harassment,Male,Sexual Harassment
2018-06-04 06:36:04,2018-06-04 06:36:21,IP Address,155.245.28.9,100,17,True,2018-06-04 06:36:21,R_1odOOYMYY53zj9Y,,,,,51.908599853516,0.9208984375,anonymous,EN,8.483,8.483,9.947,1,Prime Minister 2,4.633,6.059,6.5,2,Prime Minister 2,Gender,Male,Scandal,Plagiarism,Minister's Scandal,No Scandal,Party Affiliation,Conservative Party,Female,Having an Extranarital Affair,Plagiarism,Conservative Party,Gender,Female,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Female,Having an Extranarital Affair,Misreporting Funds,Labour Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Support EU Integration,Conservative Party,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Support EU Integration,Labour Party
2018-06-04 06:36:17,2018-06-04 06:36:39,IP Address,155.245.28.4,100,22,True,2018-06-04 06:36:39,R_2VCLsHVGSyYNsNL,,,,,51.908599853516,0.9208984375,anonymous,EN,8.839,8.839,9.99,1,Prime Minister 2,3.409,9.416,11.463,3,Prime Minister 2,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,EU Integration,Neutral,Misreporting Funds,Conservative Party,Liberal Democrats,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,EU Integration,Support EU Integration,Plagiarism,Labour Party,Labour Party,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender,Male,Minister's Scandal,Misreporting Funds,Male,Misreporting Funds,Gender,Female,Minister's Scandal,Sexual Harassment,Male,No Scandal
2018-06-04 06:37:40,2018-06-04 06:38:08,IP Address,155.245.28.13,100,27,True,2018-06-04 06:38:08,R_2v1EqnwXpvdt8De,,,,,51.908599853516,0.9208984375,anonymous,EN,11.611,11.611,12.667,1,Prime Minister 2,13.565,13.565,15.314,1,Prime Minister 1,Scandal,Having an Extranarital Affair,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,EU Integration,Oppose EU Integration,No Scandal,Having an Extramarital Affair,Labour Party,Neutral,Scandal,No Scandal,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Having an Extranarital Affair,Misreporting Funds,Conservative Party,Oppose EU Integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender,Male,Party Affiliation,Conservative Party,Female,Labour Party,Gender,Male,Party Affiliation,Labour Party,Male,Conservative Party
2018-06-04 06:37:48,2018-06-04 06:38:39,IP Address,155.245.28.11,100,50,True,2018-06-04 06:38:39,R_2CPUcByWecHlrCb,,,,,51.908599853516,0.9208984375,anonymous,EN,30.702,30.702,31.9,1,Prime Minister 2,18.721,18.721,19.643,1,Prime Minister 2,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Conservative Party,Neutral,Male,Having an Extranarital Affair,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Labour Party,Support EU Integration,Male,No Scandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,Plagiarism,Liberal Democrats,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,No Scandal,Labour Party
2018-06-04 06:41:40,2018-06-04 06:42:02,IP Address,155.245.28.2,100,22,True,2018-06-04 06:42:03,R_1Ej6MPipqJwByiH,,,,,51.908599853516,0.9208984375,anonymous,EN,12.387,12.387,13.436,1,Prime Minister 1,7.119,7.119,8.871,1,Prime Minister 1,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Gender,Male,Labour Party,Support EU Integration,Labour Party,Female,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Gender,Female,Labour Party,Neutral,Labour Party,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,Plagiarism,No Scandal,Scandal,Sexual Harassment,Minister's Scandal,Sexual Harassment,Having an Extranarital Affair,Plagiarism
2018-06-04 07:05:15,2018-06-04 07:05:40,IP Address,155.245.28.13,100,24,True,2018-06-04 07:05:40,R_22oltoSkoBnjVdu,,,,,51.908599853516,0.9208984375,anonymous,EN,6.557,6.557,10.481,1,Prime Minister 1,9.596,12.834,13.526,2,Prime Minister 1,Party Affiliation,Labour Party,Scandal,Plagiarism,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Conservative Party,Plagiarism,Neutral,Conservative Party,Party Affiliation,Conservative Party,Scandal,Plagiarism,EU Integration,Neutral,Minister's Partisanship,Conservative Party,Conservative Party,Misreporting Funds,Oppose EU Integration,Conservative Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender,Female,Minister's Scandal,Misreporting Funds,Male,Plagiarism,Gender,Female,Minister's Scandal,No Scandal,Female,No Scandal
2018-06-04 07:06:16,2018-06-04 07:06:42,IP Address,155.245.28.16,100,26,True,2018-06-04 07:06:42,R_9FBP5blVpfDiPsd,,,,,51.908599853516,0.9208984375,anonymous,EN,9.25,9.25,10.242,1,Prime Minister 2,14.516,14.516,15.897,1,Prime Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,Support EU Integration,Labour Party,Labour Party,Misreporting Funds,EU Integration,Neutral,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Oppose EU Integration,Labour Party,Labour Party,No Scandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender,Male,Scandal,Misreporting Funds,Male,No Scandal,Gender,Female,Scandal,Misreporting Funds,Male,Sexual Harassment
2018-06-04 07:06:24,2018-06-04 07:06:51,IP Address,155.245.28.4,100,26,True,2018-06-04 07:06:51,R_3HB49oejLCkfwgQ,,,,,51.908599853516,0.9208984375,anonymous,EN,17.304,17.304,18.572,1,Prime Minister 2,6.917,6.917,8.27,1,Prime Minister 1,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Plagiarism,Scandal,No Scandal,Support EU Integration,Labour Party,Plagiarism,No Scandal,EU Integration,Support EU Integration,Minister's Partisanship,Labour Party,Minister's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Oppose EU Integration,Liberal Democrats,Misreporting Funds,Sexual Harassment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Party Affiliation,Conservative Party,Gender,Male,Labour Party,Male,Party Affiliation,Labour Party,Gender,Female,Conservative Party,Male
2018-06-04 07:08:16,2018-06-04 07:08:55,IP Address,155.245.28.8,100,39,True,2018-06-04 07:08:56,R_1IcGZU6vmcJ8pzE,,,,,51.908599853516,0.9208984375,anonymous,EN,19.494,19.494,21.053,1,Prime Minister 2,18.474,18.474,19.703,1,Prime Minister 1,Minister's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Gender,Male,Minister's Partisanship,Labour Party,Plagiarism,Misreporting Funds,Female,Labour Party,Minister's Scandal,Sexual Harassment,Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Conservative Party,Sexual Harassment,Plagiarism,Male,Liberal Democrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Labour Party,Neutral,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Conservative Party,Oppose EU Integration
2018-06-04 07:08:32,2018-06-04 07:09:04,IP Address,155.245.28.12,100,31,True,2018-06-04 07:09:04,R_3iO6KhA4DnqMZhk,,,,,51.908599853516,0.9208984375,anonymous,EN,15.212,15.212,19.895,1,Prime Minister 2,10.691,10.691,11.851,1,Prime Minister 1,Gender,Female,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Sexual Harassment,Male,Labour Party,Labour Party,Having an Extranarital Affair,Gender,Male,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Scandal,Plagiarism,Male,Conservative Party,Liberal Democrats,Sexual Harassment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Misreporting Funds,Support EU Integration,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,Plagiarism,Oppose EU Integration
2018-06-04 07:09:10,2018-06-04 07:09:28,IP Address,155.245.28.17,100,17,True,2018-06-04 07:09:28,R_etGX2I55t0hvwNH,,,,,51.908599853516,0.9208984375,anonymous,EN,8.98,8.98,9.853,1,Prime Minister 1,6.002,6.002,6.882,1,Prime Minister 1,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Conservative Party,Support EU Integration,Liberal Democrats,Sexual Harassment,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Conservative Party,Support EU Integration,Liberal Democrats,Plagiarism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Scandal,Plagiarism,Gender,Female,Misreporting Funds,Male,Minister's Scandal,No Scandal,Gender,Male,Plagiarism,Female
2018-06-04 07:08:52,2018-06-04 07:09:29,IP Address,155.245.28.2,100,37,True,2018-06-04 07:09:29,R_2zXXN0sQ6E4vleX,,,,,51.908599853516,0.9208984375,anonymous,EN,17.242,17.242,18.422,1,Prime Minister 1,17.695,17.695,18.49,1,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,EU Integration,Support EU Integration,Gender,Male,Conservative Party,Having an Extramarital Affair,Neutral,Male,Party Affiliation,Labour Party,Minister's Scandal,No Scandal,EU Integration,Oppose EU Integration,Gender,Male,Conservative Party,Sexual Harassment,Support EU Integration,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Liberal Democrats,Misreporting Funds,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Conservative Party,Having an Extranarital Affair
2018-06-04 07:09:23,2018-06-04 07:10:09,IP Address,155.245.28.9,100,45,True,2018-06-04 07:10:09,R_Zq0wVwZhHUBy2EF,,,,,51.908599853516,0.9208984375,anonymous,EN,22.161,22.161,29.635,1,Prime Minister 1,11.538,11.538,15.526,1,Prime Minister 2,Scandal,Plagiarism,Gender,Male,Minister's Scandal,No Scandal,Minister's Partisanship,Labour Party,Sexual Harassment,Male,No Scandal,Labour Party,Scandal,No Scandal,Gender,Male,Minister's Scandal,Misreporting Funds,Minister's Partisanship,Liberal Democrats,No Scandal,Male,Plagiarism,Liberal Democrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU Integration,Neutral,Party Affiliation,Labour Party,Support EU Integration,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Oppose EU Integration,Conservative Party
2018-06-04 07:10:26,2018-06-04 07:10:59,IP Address,155.245.28.10,100,33,True,2018-06-04 07:10:59,R_2wcR0vq3cqQ2pfb,,,,,51.908599853516,0.9208984375,anonymous,EN,22.404,22.404,24.522,1,Prime Minister 1,8.032,8.032,9.281,1,Prime Minister 2,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,No Scandal,Minister's Scandal,Sexual Harassment,Liberal Democrats,Conservative Party,Sexual Harassment,Having an Extramarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Scandal,Having an Extramarital Affair,Liberal Democrats,Conservative Party,Plagiarism,Plagiarism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU Integration,Neutral,Gender,Female,Oppose EU Integration,Male,EU Integration,Support EU Integration,Gender,Female,Neutral,Male
2018-06-04 07:11:53,2018-06-04 07:13:00,IP Address,155.245.28.14,100,66,True,2018-06-04 07:13:00,R_3RlmAE3i6qhqGge,,,,,51.908599853516,0.9208984375,anonymous,EN,50.087,54.227,55.242,4,Prime Minister 1,11.438,11.438,12.399,1,Prime Minister 2,Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Gender,Female,Party Affiliation,Conservative Party,Plagiarism,Liberal Democrats,Female,Conservative Party,Scandal,Having an Extranarital Affair,Minister's Partisanship,Labour Party,Gender,Female,Party Affiliation,Labour Party,No Scandal,Liberal Democrats,Female,Conservative Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Scandal,Sexual Harassment,EU Integration,Support EU Integration,Sexual Harassment,Support EU Integration,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Having an Extramarital Affair,Neutral
2018-06-04 07:35:14,2018-06-04 07:35:45,IP Address,155.245.28.8,100,30,True,2018-06-04 07:35:45,R_1IMAVC99MRI6Mk5,,,,,51.908599853516,0.9208984375,anonymous,EN,17.031,17.031,18.324,1,Prime Minister 1,11.366,11.366,12.227,1,Prime Minister 2,Party Affiliation,Conservative Party,Scandal,Plagiarism,Minister's Scandal,Plagiarism,Minister's Partisanship,Liberal Democrats,Labour Party,Misreporting Funds,No Scandal,Labour Party,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Minister's Scandal,Plagiarism,Minister's Partisanship,Labour Party,Conservative Party,No Scandal,Misreporting Funds,Liberal Democrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU Integration,Support EU Integration,Gender,Male,Oppose EU Integration,Male,EU Integration,Support EU Integration,Gender,Male,Support EU Integration,Female
2018-06-04 07:35:13,2018-06-04 07:35:52,IP Address,155.245.28.2,100,38,True,2018-06-04 07:35:53,R_xi4Pg6PIa6fgkN3,,,,,51.908599853516,0.9208984375,anonymous,EN,16.81,23.004,25.467,2,Prime Minister 2,12.102,12.102,14.222,1,Prime Minister 1,EU Integration,Neutral,Scandal,Having an Extranarital Affair,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Neutral,Sexual Harassment,Labour Party,Labour Party,EU Integration,Neutral,Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Oppose EU Integration,No Scandal,Liberal Democrats,Conservative Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender,Female,Minister's Scandal,Misreporting Funds,Female,No Scandal,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Male,No Scandal
2018-06-04 07:35:24,2018-06-04 07:35:56,IP Address,155.245.28.10,100,31,True,2018-06-04 07:35:56,R_3Ok9v8Iv2WEySlW,,,,,51.908599853516,0.9208984375,anonymous,EN,16.827,16.827,17.9,1,Prime Minister 2,11.489,12.643,13.865,3,Prime Minister 2,Minister's Scandal,Sexual Harassment,Scandal,Plagiarism,Gender,Female,EU Integration,Neutral,Plagiarism,No Scandal,Female,Support EU Integration,Minister's Scandal,Misreporting Funds,Scandal,Misreporting Funds,Gender,Female,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Plagiarism,Female,Oppose EU Integration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Conservative Party,Conservative Party,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Liberal Democrats,Conservative Party
2018-06-04 07:35:36,2018-06-04 07:35:57,IP Address,155.245.28.9,100,21,True,2018-06-04 07:35:58,R_2eQo9EDkCTKnyiM,,,,,51.908599853516,0.9208984375,anonymous,EN,6.283,6.283,10.558,1,Prime Minister 1,6.607,6.607,10.602,1,Prime Minister 1,EU Integration,Support EU Integration,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Oppose EU Integration,Sexual Harassment,Liberal Democrats,Conservative Party,EU Integration,Neutral,Scandal,Misreporting Funds,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Oppose EU Integration,No Scandal,Liberal Democrats,Conservative Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Scandal,No Scandal,Gender,Male,Sexual Harassment,Female,Minister's Scandal,Misreporting Funds,Gender,Female,Misreporting Funds,Male
2018-06-04 07:37:10,2018-06-04 07:38:05,IP Address,155.245.28.12,100,55,True,2018-06-04 07:38:05,R_1QMF56pcYyprqcc,,,,,51.908599853516,0.9208984375,anonymous,EN,25.899,25.899,29.755,1,Prime Minister 2,19.012,20.141,26.555,2,Prime Minister 1,Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,No Scandal,Liberal Democrats,Conservative Party,Female,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Having an Extranarital Affair,Conservative Party,Conservative Party,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Plagiarism,Support EU Integration,Minister's Scandal,Misreporting Funds,EU Integration,Support EU Integration,No Scandal,Oppose EU Integration
2018-06-04 07:37:42,2018-06-04 07:38:20,IP Address,155.245.28.11,100,37,True,2018-06-04 07:38:20,R_1dFzUYtT3suiqRa,,,,,51.908599853516,0.9208984375,anonymous,EN,24.753,24.753,26.15,1,Prime Minister 2,9.859,9.859,11.893,1,Prime Minister 2,Minister's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Gender,Male,Having an Extramarital Affair,Oppose EU Integration,Misreporting Funds,Male,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Male,Misreporting Funds,Support EU Integration,No Scandal,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Conservative Party,Liberal Democrats,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Labour Party,Labour Party
2018-06-04 08:03:52,2018-06-04 08:04:26,IP Address,155.245.28.11,100,34,True,2018-06-04 08:04:27,R_1onAwS84WQsOiFI,,,,,51.908599853516,0.9208984375,anonymous,EN,16.323,16.323,17.764,1,Prime Minister 1,14.9,14.9,16.583,1,Prime Minister 1,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Gender,Female,Scandal,Sexual Harassment,Oppose EU Integration,Conservative Party,Female,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Male,Scandal,No Scandal,Support EU Integration,Conservative Party,Female,Plagiarism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Scandal,Plagiarism,Minister's Partisanship,Labour Party,Plagiarism,Liberal Democrats,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Misreporting Funds,Conservative Party
2018-06-04 08:04:57,2018-06-04 08:05:55,IP Address,155.245.28.4,100,57,True,2018-06-04 08:05:55,R_1rAMfxE89yBuCYi,,,,,51.908599853516,0.9208984375,anonymous,EN,23.998,23.998,26.086,1,Prime Minister 1,28.49,28.49,32.875,1,Prime Minister 2,Minister's Scandal,Plagiarism,Gender,Male,Minister's Partisanship,Conservative Party,Scandal,Having an Extranarital Affair,Having an Extramarital Affair,Female,Liberal Democrats,Misreporting Funds,Minister's Scandal,Sexual Harassment,Gender,Female,Minister's Partisanship,Liberal Democrats,Scandal,No Scandal,No Scandal,Female,Conservative Party,Having an Extranarital Affair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU Integration,Neutral,Party Affiliation,Conservative Party,Oppose EU Integration,Conservative Party,EU Integration,Neutral,Party Affiliation,Conservative Party,Oppose EU Integration,Conservative Party
2018-06-04 08:08:47,2018-06-04 08:09:13,IP Address,155.245.28.8,100,25,True,2018-06-04 08:09:13,R_2dNsWXtKRn2EapA,,,,,51.908599853516,0.9208984375,anonymous,EN,7.641,9.003,10.496,2,Prime Minister 1,14.082,14.082,15.368,1,Prime Minister 2,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Conservative Party,Scandal,No Scandal,Conservative Party,Oppose EU Integration,Liberal Democrats,Sexual Harassment,Party Affiliation,Labour Party,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Scandal,Having an Extranarital Affair,Conservative Party,Neutral,Conservative Party,Misreporting Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minister's Scandal,No Scandal,Gender,Female,No Scandal,Male,Minister's Scandal,Sexual Harassment,Gender,Male,No Scandal,Female
2018-06-04 08:33:20,2018-06-04 08:33:28,IP Address,155.245.28.2,100,8,True,2018-06-04 08:33:28,R_1kZkRnL3HLky17y,,,,,51.908599853516,0.9208984375,anonymous,EN,3.683,3.683,4.205,1,Prime Minister 2,1.035,1.035,2.644,1,Prime Minister 1,Minister's Partisanship,Labour Party,Scandal,Misreporting Funds,Minister's Scandal,No Scandal,Gender,Male,Labour Party,Sexual Harassment,Plagiarism,Female,Minister's Partisanship,Labour Party,Scandal,No Scandal,Minister's Scandal,Plagiarism,Gender,Female,Labour Party,No Scandal,Sexual Harassment,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Support EU Integration,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Support EU Integration,Labour Party
